positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_an': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_wonderful': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_friendly': 0.05555555555555555, 'UNI_attentive': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_warm': 0.05555555555555555, 'UNI_homey': 0.05555555555555555, 'UNI_it': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_valentine': 0.05555555555555555, 'UNI_dinner': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.05555555555555555}
negative  	{'Negative Emotion': 2.7777777777777777, 'Positive Emotion': 8.333333333333334, 'liwc:positive': 1, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.027777777777777776, 'UNI_service': 0.027777777777777776, 'UNI_excellent': 0.027777777777777776, 'UNI_there': 0.027777777777777776, 'UNI_problem': 0.027777777777777776, 'UNI_hot': 0.027777777777777776, 'UNI_inside': 0.027777777777777776, 'UNI_tobacco': 0.05555555555555555, 'UNI_smoke': 0.05555555555555555, 'UNI_overwhelming': 0.027777777777777776, 'UNI_two': 0.027777777777777776, 'UNI_party': 0.027777777777777776, 'UNI_go': 0.027777777777777776, 'UNI_outside': 0.027777777777777776, 'UNI_get': 0.027777777777777776, 'UNI_fresh': 0.027777777777777776, 'UNI_air': 0.027777777777777776, 'UNI_front': 0.027777777777777776, 'UNI_doors': 0.027777777777777776, 'UNI_finally': 0.027777777777777776, 'UNI_propped': 0.027777777777777776, 'UNI_open': 0.027777777777777776, 'UNI_helped': 0.027777777777777776, 'UNI_temperature': 0.027777777777777776, 'UNI_i': 0.027777777777777776, 'UNI_sure': 0.027777777777777776, 'UNI_hope': 0.027777777777777776, 'UNI_smoking': 0.027777777777777776, 'UNI_ordinance': 0.027777777777777776, 'UNI_gets': 0.027777777777777776, 'UNI_passed': 0.027777777777777776, 'UNI_soon': 0.027777777777777776}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 2.272727272727273, 'liwc:positive': 1, 'UNI_the': 0.045454545454545456, 'UNI_owner': 0.045454545454545456, 'UNI_hates': 0.022727272727272728, 'UNI_kids': 0.022727272727272728, 'UNI_wishes': 0.022727272727272728, 'UNI_could': 0.022727272727272728, 'UNI_keep': 0.045454545454545456, 'UNI_restaurant': 0.06818181818181818, 'UNI_he': 0.022727272727272728, 'UNI_yelled': 0.022727272727272728, 'UNI_friend': 0.022727272727272728, 'UNI_two': 0.022727272727272728, 'UNI_year': 0.022727272727272728, 'UNI_old': 0.022727272727272728, 'UNI_dropping': 0.022727272727272728, 'UNI_french': 0.022727272727272728, 'UNI_fries': 0.022727272727272728, 'UNI_floor': 0.022727272727272728, 'UNI_then': 0.022727272727272728, 'UNI_threatened': 0.022727272727272728, 'UNI_call': 0.022727272727272728, 'UNI_police': 0.022727272727272728, 'UNI_left': 0.022727272727272728, 'UNI_without': 0.022727272727272728, 'UNI_paying': 0.022727272727272728, 'UNI_i': 0.045454545454545456, 'UNI_families': 0.022727272727272728, 'UNI_rest': 0.022727272727272728, 'UNI_manhattan': 0.022727272727272728, 'UNI_deli': 0.022727272727272728, 'UNI_restaurants': 0.022727272727272728, 'UNI_area': 0.022727272727272728, 'UNI_do': 0.022727272727272728, "UNI_n't": 0.022727272727272728, 'UNI_bring': 0.022727272727272728, 'UNI_children': 0.022727272727272728, 'UNI_to': 0.022727272727272728, 'UNI_this': 0.022727272727272728}
negative  	{'Negative Emotion': 1.639344262295082, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_while': 0.01639344262295082, 'UNI_seated': 0.01639344262295082, 'UNI_bar': 0.01639344262295082, 'UNI_dinner': 0.03278688524590164, 'UNI_i': 0.01639344262295082, 'UNI_suddenly': 0.01639344262295082, 'UNI_drenched': 0.01639344262295082, 'UNI_water': 0.03278688524590164, 'UNI_ceiling': 0.01639344262295082, 'UNI_the': 0.04918032786885246, 'UNI_got': 0.01639344262295082, 'UNI_ruined': 0.01639344262295082, 'UNI_shirt': 0.01639344262295082, 'UNI_female': 0.01639344262295082, 'UNI_manager': 0.01639344262295082, 'UNI_came': 0.01639344262295082, 'UNI_told': 0.01639344262295082, 'UNI_talk': 0.01639344262295082, 'UNI_roofer': 0.01639344262295082, 'UNI_there': 0.01639344262295082, 'UNI_apology': 0.01639344262295082, 'UNI_offer': 0.01639344262295082, 'UNI_reconcile': 0.01639344262295082, 'UNI_matter': 0.01639344262295082, 'UNI_we': 0.01639344262295082, 'UNI_paid': 0.01639344262295082, 'UNI_bill': 0.01639344262295082, 'UNI_left': 0.03278688524590164, 'UNI_when': 0.01639344262295082, 'UNI_telephoned': 0.01639344262295082, 'UNI_later': 0.01639344262295082, 'UNI_complain': 0.01639344262295082, 'UNI_situation': 0.01639344262295082, 'UNI_owner': 0.01639344262295082, 'UNI_would': 0.01639344262295082, 'UNI_take': 0.01639344262295082, 'UNI_call': 0.01639344262295082, 'UNI_they': 0.03278688524590164, 'UNI_certainly': 0.01639344262295082, 'UNI_know': 0.01639344262295082, 'UNI_run': 0.01639344262295082, 'UNI_business': 0.03278688524590164, 'UNI_us': 0.01639344262295082, 'UNI_impression': 0.01639344262295082, 'UNI_enough': 0.01639344262295082, 'UNI_obviously': 0.01639344262295082, 'UNI_need': 0.01639344262295082, 'UNI_management': 0.01639344262295082, 'UNI_abusive': 0.01639344262295082, 'UNI_uncaring': 0.01639344262295082, 'UNI_this': 0.01639344262295082, 'UNI_occurred': 0.01639344262295082, 'UNI_summer': 0.01639344262295082, 'UNI_2003': 0.01639344262295082}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 7.407407407407407, 'liwc:positive': 1, 'UNI_i': 0.037037037037037035, 'UNI_judge': 0.037037037037037035, 'UNI_buffet': 0.07407407407407407, 'UNI_salad': 0.07407407407407407, 'UNI_bar': 0.037037037037037035, 'UNI_one': 0.037037037037037035, 'UNI_sux': 0.037037037037037035, 'UNI_old': 0.037037037037037035, 'UNI_country': 0.037037037037037035, 'UNI_better': 0.037037037037037035, 'UNI_beef': 0.037037037037037035, 'UNI_tip': 0.037037037037037035, 'UNI_blood': 0.037037037037037035, 'UNI_raw': 0.037037037037037035, 'UNI_ribs': 0.037037037037037035, 'UNI_chop': 0.037037037037037035, 'UNI_ever': 0.037037037037037035, 'UNI_cooked..': 0.037037037037037035, 'UNI_only': 0.037037037037037035, 'UNI_good': 0.037037037037037035, 'UNI_thing': 0.037037037037037035, 'UNI_giant': 0.037037037037037035, 'UNI_king': 0.037037037037037035, 'UNI_crab': 0.037037037037037035, 'UNI_legs': 0.037037037037037035}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 3.5714285714285716, 'liwc:positive': 1, 'UNI_first': 0.03571428571428571, 'UNI_go': 0.10714285714285714, 'UNI_inside': 0.03571428571428571, 'UNI_feel': 0.03571428571428571, 'UNI_funeral': 0.03571428571428571, 'UNI_house': 0.03571428571428571, 'UNI_table': 0.03571428571428571, 'UNI_sit': 0.03571428571428571, 'UNI_patio': 0.03571428571428571, 'UNI_chairs': 0.03571428571428571, 'UNI_i': 0.03571428571428571, 'UNI_many': 0.07142857142857142, 'UNI_great': 0.03571428571428571, 'UNI_steakhouse': 0.07142857142857142, 'UNI_bone': 0.03571428571428571, 'UNI_charly': 0.03571428571428571, 'UNI_shula': 0.03571428571428571, 'UNI_smith': 0.03571428571428571, 'UNI_wollensky': 0.03571428571428571, 'UNI_last': 0.03571428571428571, 'UNI_thing': 0.03571428571428571, 'UNI_world': 0.03571428571428571, 'UNI_seems': 0.03571428571428571, 'UNI_bern': 0.03571428571428571}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 2.6315789473684212, 'liwc:positive': 1, 'UNI_today': 0.02631578947368421, 'UNI_around': 0.05263157894736842, 'UNI_6:00': 0.02631578947368421, 'UNI_p.m.': 0.02631578947368421, 'UNI_wife': 0.02631578947368421, 'UNI_went': 0.02631578947368421, 'UNI_celebrate': 0.02631578947368421, 'UNI_anniversary': 0.02631578947368421, 'UNI_location': 0.02631578947368421, 'UNI_olive': 0.02631578947368421, 'UNI_branch': 0.02631578947368421, 'UNI_ms': 0.02631578947368421, 'UNI_since': 0.02631578947368421, 'UNI_came': 0.02631578947368421, 'UNI_i': 0.05263157894736842, 'UNI_noticed': 0.02631578947368421, 'UNI_service': 0.02631578947368421, 'UNI_unacceptable': 0.02631578947368421, 'UNI_ignored': 0.02631578947368421, 'UNI_waiters': 0.02631578947368421, 'UNI_busy': 0.02631578947368421, 'UNI_standing': 0.02631578947368421, 'UNI_the': 0.02631578947368421, 'UNI_point': 0.02631578947368421, 'UNI_made': 0.02631578947368421, 'UNI_feel': 0.02631578947368421, 'UNI_important': 0.02631578947368421, 'UNI_person': 0.02631578947368421, 'UNI_thank': 0.02631578947368421, 'UNI_p.s': 0.02631578947368421, 'UNI_told': 0.02631578947368421, 'UNI_manager': 0.02631578947368421, 'UNI_sarcastic': 0.02631578947368421, 'UNI_juan': 0.02631578947368421, 'UNI_carlos': 0.02631578947368421, 'UNI_nava': 0.02631578947368421}
negative  	{'Negative Emotion': 8.333333333333334, 'Positive Emotion': 8.333333333333334, 'liwc:negative': 1, 'UNI_service': 0.041666666666666664, 'UNI_slow': 0.041666666666666664, 'UNI_best': 0.041666666666666664, 'UNI_hostess': 0.041666666666666664, 'UNI_rude': 0.041666666666666664, 'UNI_told': 0.041666666666666664, 'UNI_needed': 0.041666666666666664, 'UNI_get': 0.041666666666666664, 'UNI_home': 0.041666666666666664, 'UNI_new': 0.041666666666666664, 'UNI_years': 0.041666666666666664, 'UNI_would': 0.041666666666666664, "UNI_n't": 0.041666666666666664, 'UNI_staying': 0.041666666666666664, 'UNI_dessert': 0.041666666666666664, 'UNI_commented': 0.041666666666666664, 'UNI_callous': 0.041666666666666664, 'UNI_tone': 0.041666666666666664, 'UNI_well': 0.041666666666666664, 'UNI_i': 0.08333333333333333, 'UNI_sorry': 0.041666666666666664, 'UNI_make': 0.041666666666666664, 'UNI_living': 0.041666666666666664}
negative  	{'Negative Emotion': 8.333333333333334, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_the': 0.08333333333333333, 'UNI_experience': 0.027777777777777776, 'UNI_unpleasant': 0.027777777777777776, 'UNI_waitress': 0.027777777777777776, 'UNI_blonde': 0.027777777777777776, 'UNI_hair': 0.027777777777777776, 'UNI_pulled': 0.027777777777777776, 'UNI_back': 0.027777777777777776, 'UNI_rude': 0.027777777777777776, 'UNI_snob': 0.027777777777777776, 'UNI_flirted': 0.027777777777777776, 'UNI_brother': 0.027777777777777776, 'UNI_wife': 0.027777777777777776, 'UNI_upset': 0.027777777777777776, 'UNI_total': 0.027777777777777776, 'UNI_night': 0.027777777777777776, 'UNI_ruined': 0.027777777777777776, 'UNI_she': 0.027777777777777776, 'UNI_kept': 0.027777777777777776, 'UNI_flirting': 0.027777777777777776, 'UNI_staring': 0.027777777777777776, 'UNI_smiling': 0.027777777777777776, 'UNI_we': 0.05555555555555555, 'UNI_unconfortable': 0.027777777777777776, 'UNI_dissatisfied': 0.027777777777777776, 'UNI_our': 0.027777777777777776, 'UNI_advise': 0.027777777777777776, 'UNI_owner': 0.027777777777777776, 'UNI_get': 0.027777777777777776, 'UNI_rid': 0.027777777777777776, 'UNI_never': 0.027777777777777776, 'UNI_recommend': 0.027777777777777776, 'UNI_place': 0.027777777777777776}
negative  	{'Negative Emotion': 0.7142857142857143, 'Positive Emotion': 3.5714285714285716, 'liwc:positive': 1, 'UNI_contrary': 0.007407407407407408, 'UNI_popular': 0.007407407407407408, 'UNI_san': 0.014814814814814815, 'UNI_diegan': 0.007407407407407408, 'UNI_belief': 0.007407407407407408, 'UNI_tapanade': 0.014814814814814815, 'UNI_might': 0.007407407407407408, 'UNI_well': 0.007407407407407408, 'UNI_brand': 0.007407407407407408, 'UNI_food': 0.037037037037037035, 'UNI_would': 0.007407407407407408, 'UNI_find': 0.007407407407407408, 'UNI_next': 0.007407407407407408, 'UNI_wolfgang': 0.007407407407407408, 'UNI_puck': 0.007407407407407408, 'UNI_frozen': 0.007407407407407408, 'UNI_pizza': 0.007407407407407408, 'UNI_albertson': 0.007407407407407408, 'UNI_la': 0.044444444444444446, 'UNI_jolla': 0.037037037037037035, 'UNI_course': 0.007407407407407408, 'UNI_put': 0.007407407407407408, 'UNI_zip': 0.014814814814814815, 'UNI_code': 0.014814814814814815, 'UNI_wanna-bees': 0.007407407407407408, 'UNI_has-beens': 0.007407407407407408, 'UNI_coma': 0.007407407407407408, 'UNI_runnin': 0.007407407407407408, 'UNI_to': 0.007407407407407408, 'UNI_quote-just': 0.007407407407407408, 'UNI_one': 0.007407407407407408, 'UNI_many': 0.007407407407407408, 'UNI_observant': 0.007407407407407408, 'UNI_so-called': 0.007407407407407408, 'UNI_reviews': 0.007407407407407408, 'UNI_the': 0.022222222222222223, 'UNI_attention': 0.007407407407407408, 'UNI_detail': 0.007407407407407408, 'UNI_service': 0.014814814814814815, 'UNI_impressed': 0.007407407407407408, 'UNI_and': 0.007407407407407408, 'UNI_want': 0.007407407407407408, 'UNI_hear': 0.007407407407407408, 'UNI_poetic': 0.007407407407407408, 'UNI_descriptions': 0.007407407407407408, 'UNI_ask': 0.007407407407407408, 'UNI_server': 0.014814814814814815, 'UNI_our': 0.007407407407407408, 'UNI_type': 0.014814814814814815, 'UNI_man': 0.014814814814814815, 'UNI_believed': 0.007407407407407408, 'UNI_whole-heartedly': 0.007407407407407408, 'UNI_job': 0.007407407407407408, 'UNI_chef': 0.007407407407407408, 'UNI_he': 0.007407407407407408, 'UNI_enraptured': 0.007407407407407408, 'UNI_flavors': 0.007407407407407408, 'UNI_nuances': 0.007407407407407408, 'UNI_colors': 0.007407407407407408, 'UNI_looking': 0.007407407407407408, 'UNI_around': 0.007407407407407408, 'UNI_room': 0.007407407407407408, 'UNI_i': 0.007407407407407408, 'UNI_think': 0.007407407407407408, 'UNI_entire': 0.007407407407407408, 'UNI_staff': 0.007407407407407408, 'UNI_felt': 0.007407407407407408, 'UNI_way': 0.007407407407407408, 'UNI_tapenade': 0.007407407407407408, 'UNI_ensuring': 0.007407407407407408, 'UNI_fantastic': 0.007407407407407408, 'UNI_experience': 0.014814814814814815, 'UNI_establishment.': 0.007407407407407408, 'UNI_hmmm': 0.007407407407407408, 'UNI_another': 0.014814814814814815, 'UNI_review': 0.014814814814814815, 'UNI_establishment': 0.007407407407407408, 'UNI_jollan': 0.007407407407407408, 'UNI_imagine': 0.007407407407407408, 'UNI_do': 0.007407407407407408, "UNI_n't": 0.007407407407407408, 'UNI_get': 0.007407407407407408, 'UNI_wrong': 0.007407407407407408, 'UNI_beautiful': 0.007407407407407408, 'UNI_part': 0.007407407407407408, 'UNI_diego': 0.007407407407407408, 'UNI_a': 0.007407407407407408, 'UNI_host': 0.007407407407407408, 'UNI_plethora': 0.007407407407407408, 'UNI_fine': 0.007407407407407408, 'UNI_restaurants': 0.007407407407407408, 'UNI_but': 0.007407407407407408, 'UNI_someone': 0.007407407407407408, 'UNI_please': 0.007407407407407408, 'UNI_moment': 0.007407407407407408, 'UNI_lose': 0.007407407407407408, 'UNI_actually': 0.007407407407407408, 'UNI_write': 0.007407407407407408, 'UNI_realistic': 0.007407407407407408, 'UNI_bland': 0.022222222222222223, 'UNI_mediocre': 0.014814814814814815, 'UNI_which': 0.007407407407407408, 'UNI_turn': 0.007407407407407408, 'UNI_makes': 0.007407407407407408, 'UNI_overall': 0.007407407407407408, 'UNI_tapande': 0.007407407407407408}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_the': 0.01818181818181818, 'UNI_menu': 0.03636363636363636, 'UNI_extremely': 0.01818181818181818, 'UNI_limited': 0.01818181818181818, 'UNI_they': 0.01818181818181818, 'UNI_claim': 0.01818181818181818, 'UNI_sell': 0.01818181818181818, 'UNI_irish': 0.01818181818181818, 'UNI_food': 0.01818181818181818, 'UNI_yet': 0.01818181818181818, 'UNI_hamburgers': 0.01818181818181818, 'UNI_fries': 0.01818181818181818, 'UNI_etc': 0.01818181818181818, 'UNI_we': 0.05454545454545454, 'UNI_ate': 0.01818181818181818, 'UNI_bar': 0.05454545454545454, 'UNI_tall': 0.01818181818181818, 'UNI_beardy': 0.01818181818181818, 'UNI_bartender': 0.03636363636363636, 'UNI_served': 0.01818181818181818, 'UNI_us': 0.03636363636363636, 'UNI_he': 0.01818181818181818, "UNI_did'nt": 0.01818181818181818, 'UNI_wipe': 0.01818181818181818, 'UNI_stained': 0.01818181818181818, 'UNI_alcohol': 0.01818181818181818, 'UNI_when': 0.01818181818181818, 'UNI_questioned': 0.01818181818181818, 'UNI_said': 0.01818181818181818, "UNI_did'n": 0.01818181818181818, 'UNI_like': 0.01818181818181818, 'UNI_go': 0.01818181818181818, 'UNI_somewhere': 0.01818181818181818, 'UNI_else': 0.01818181818181818, 'UNI_decided': 0.01818181818181818, 'UNI_eat': 0.01818181818181818, 'UNI_anyway': 0.01818181818181818, 'UNI_halfway': 0.01818181818181818, 'UNI_long': 0.01818181818181818, 'UNI_awaited': 0.01818181818181818, 'UNI_meal': 0.01818181818181818, 'UNI_discovered': 0.01818181818181818, 'UNI_behind': 0.01818181818181818, 'UNI_picking': 0.01818181818181818, 'UNI_nose': 0.01818181818181818, 'UNI_left': 0.01818181818181818, 'UNI_striaght': 0.01818181818181818, 'UNI_away': 0.01818181818181818}
negative  	{'Negative Emotion': 6.25, 'Positive Emotion': 6.25, 'liwc:negative': 1, 'UNI_not': 0.0625, 'UNI_sure': 0.0625, 'UNI_happened': 0.0625, 'UNI_service': 0.0625, 'UNI_lousy': 0.0625, 'UNI_food': 0.0625, 'UNI_worse': 0.0625, 'UNI_cook': 0.0625, 'UNI_ca': 0.0625, "UNI_n't": 0.0625, 'UNI_get': 0.0625, 'UNI_order': 0.0625, 'UNI_cooked': 0.0625, 'UNI_right': 0.0625, 'UNI_will': 0.0625, 'UNI_return': 0.0625}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 17.857142857142858, 'liwc:positive': 1, 'UNI_this': 0.017857142857142856, 'UNI_warm': 0.017857142857142856, 'UNI_welcoming': 0.017857142857142856, 'UNI_restaurant': 0.017857142857142856, 'UNI_tucked': 0.017857142857142856, 'UNI_away': 0.017857142857142856, 'UNI_leafy': 0.017857142857142856, 'UNI_bough': 0.017857142857142856, 'UNI_hwy': 0.017857142857142856, 'UNI_321': 0.017857142857142856, 'UNI_beautiful': 0.017857142857142856, 'UNI_blowing': 0.017857142857142856, 'UNI_rock': 0.017857142857142856, 'UNI_nc': 0.017857142857142856, 'UNI_the': 0.03571428571428571, 'UNI_bar': 0.017857142857142856, 'UNI_friendly': 0.017857142857142856, 'UNI_efficient': 0.017857142857142856, 'UNI_good': 0.03571428571428571, 'UNI_place': 0.017857142857142856, 'UNI_relax': 0.017857142857142856, 'UNI_waiting': 0.017857142857142856, 'UNI_short': 0.017857142857142856, 'UNI_time': 0.017857142857142856, 'UNI_table': 0.017857142857142856, 'UNI_lots': 0.017857142857142856, 'UNI_regulars': 0.017857142857142856, 'UNI_sure': 0.017857142857142856, 'UNI_sign': 0.017857142857142856, 'UNI_customer': 0.017857142857142856, 'UNI_satisfaction': 0.017857142857142856, 'UNI_service': 0.017857142857142856, 'UNI_food': 0.017857142857142856, 'UNI_better': 0.03571428571428571, 'UNI_expected': 0.017857142857142856, 'UNI_duck': 0.017857142857142856, 'UNI_terrific': 0.017857142857142856, 'UNI_crisp': 0.017857142857142856, 'UNI_flavorful': 0.017857142857142856, 'UNI_our': 0.017857142857142856, 'UNI_party': 0.017857142857142856, 'UNI_enjoyed': 0.017857142857142856, 'UNI_experience': 0.017857142857142856, 'UNI_would': 0.017857142857142856, 'UNI_heartily': 0.017857142857142856, 'UNI_recommend': 0.017857142857142856, 'UNI_spot': 0.017857142857142856, 'UNI_others': 0.017857142857142856, 'UNI_town': 0.017857142857142856, 'UNI_seem': 0.017857142857142856, 'UNI_known': 0.017857142857142856, 'UNI_go': 0.017857142857142856, 'UNI_enjoy': 0.017857142857142856}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 4.301075268817204, 'liwc:positive': 1, 'UNI_bennigan': 0.005917159763313609, 'UNI_service': 0.011834319526627219, 'UNI_5-star': 0.011834319526627219, 'UNI_environment': 0.005917159763313609, 'UNI_the': 0.011834319526627219, 'UNI_dralion': 0.005917159763313609, 'UNI_over-rated': 0.005917159763313609, 'UNI_over-priced': 0.005917159763313609, 'UNI_sub-par': 0.011834319526627219, 'UNI_place': 0.011834319526627219, 'UNI_touts': 0.005917159763313609, 'UNI_fine': 0.005917159763313609, 'UNI_dining': 0.011834319526627219, 'UNI_restaurant': 0.005917159763313609, 'UNI_sure': 0.005917159763313609, 'UNI_decor': 0.005917159763313609, 'UNI_lovely': 0.005917159763313609, 'UNI_food': 0.011834319526627219, 'UNI_tasty': 0.005917159763313609, 'UNI_finally': 0.005917159763313609, 'UNI_arrived': 0.005917159763313609, 'UNI_hour': 0.005917159763313609, 'UNI_ordering': 0.005917159763313609, 'UNI_however': 0.005917159763313609, 'UNI_wait': 0.01775147928994083, 'UNI_staff': 0.01775147928994083, 'UNI_lacking': 0.005917159763313609, 'UNI_fine-dining': 0.01775147928994083, 'UNI_training': 0.01775147928994083, 'UNI_whatsoever': 0.005917159763313609, 'UNI_our': 0.005917159763313609, 'UNI_young': 0.011834319526627219, 'UNI_giddy': 0.005917159763313609, 'UNI_waitress': 0.005917159763313609, 'UNI_far': 0.011834319526627219, 'UNI_informal': 0.005917159763313609, 'UNI_chatty': 0.005917159763313609, 'UNI_table': 0.005917159763313609, 'UNI_even': 0.01775147928994083, 'UNI_going': 0.005917159763313609, 'UNI_rubbing': 0.005917159763313609, 'UNI_boyfriend': 0.005917159763313609, 'UNI_shaven': 0.005917159763313609, 'UNI_head': 0.005917159763313609, 'UNI_asking': 0.005917159763313609, 'UNI_see': 0.005917159763313609, 'UNI_ring': 0.005917159763313609, 'UNI_one': 0.005917159763313609, 'UNI_guests': 0.005917159763313609, 'UNI_fingers': 0.005917159763313609, 'UNI_making': 0.005917159763313609, 'UNI_jokes': 0.005917159763313609, 'UNI_waitresses': 0.005917159763313609, 'UNI_hooters': 0.005917159763313609, 'UNI_i': 0.029585798816568046, 'UNI_might': 0.005917159763313609, 'UNI_add': 0.005917159763313609, 'UNI_likely': 0.005917159763313609, 'UNI_received': 0.005917159763313609, 'UNI_this': 0.011834319526627219, 'UNI_friends': 0.005917159763313609, 'UNI_line': 0.005917159763313609, 'UNI_ever': 0.005917159763313609, 'UNI_enjoyed': 0.005917159763313609, 'UNI_no': 0.005917159763313609, 'UNI_apologies': 0.005917159763313609, 'UNI_excuses': 0.005917159763313609, 'UNI_late': 0.005917159763313609, 'UNI_slow': 0.005917159763313609, 'UNI_non-certified': 0.005917159763313609, 'UNI_sommelier': 0.005917159763313609, 'UNI_also': 0.005917159763313609, 'UNI_mannerisms': 0.005917159763313609, 'UNI_talent': 0.005917159763313609, 'UNI_when': 0.005917159763313609, 'UNI_ordered': 0.005917159763313609, 'UNI_bottle': 0.005917159763313609, 'UNI_chardonney': 0.005917159763313609, 'UNI_longer': 0.005917159763313609, 'UNI_stock': 0.005917159763313609, 'UNI_attempted': 0.005917159763313609, 'UNI_upgrade': 0.005917159763313609, 'UNI_selection': 0.011834319526627219, 'UNI_much': 0.005917159763313609, 'UNI_pricey': 0.005917159763313609, 'UNI_label': 0.005917159763313609, 'UNI_without': 0.005917159763313609, 'UNI_informing': 0.005917159763313609, 'UNI_us': 0.005917159763313609, 'UNI_price': 0.005917159763313609, 'UNI_jump': 0.005917159763313609, 'UNI_would': 0.005917159763313609, 'UNI_minded': 0.005917159763313609, 'UNI_bubble-gum-service': 0.005917159763313609, 'UNI_paying': 0.005917159763313609, 'UNI_2-': 0.005917159763313609, 'UNI_3-star': 0.005917159763313609, 'UNI_prices': 0.005917159763313609, 'UNI_wearing': 0.005917159763313609, 'UNI_jeans': 0.005917159763313609, 'UNI_t-shirt': 0.005917159763313609, 'UNI_side': 0.005917159763313609, 'UNI_mash': 0.005917159763313609, 'UNI_potatoes': 0.005917159763313609, 'UNI_pricier': 0.005917159763313609, 'UNI_huge': 0.005917159763313609, 'UNI_plate': 0.005917159763313609, 'UNI_hooter': 0.005917159763313609, 'UNI_hot-wings': 0.005917159763313609, 'UNI_think': 0.005917159763313609, 'UNI_could': 0.005917159763313609, 'UNI_afford': 0.005917159763313609, 'UNI_hire': 0.005917159763313609, 'UNI_class': 0.011834319526627219, 'UNI_very': 0.005917159763313609, 'UNI_disappointing': 0.005917159763313609, 'UNI_considering': 0.005917159763313609, 'UNI_hype': 0.005917159763313609, 'UNI_recieved': 0.005917159763313609, 'UNI_wo': 0.005917159763313609, "UNI_n't": 0.011834319526627219, 'UNI_back': 0.005917159763313609, 'UNI_given': 0.005917159763313609, 'UNI_real': 0.005917159763313609, 'UNI_restaurants': 0.005917159763313609, 'UNI_dallas': 0.005917159763313609, 'UNI_offer': 0.005917159763313609, 'UNI_sister-restaurant': 0.005917159763313609, 'UNI_steel': 0.005917159763313609, 'UNI_exhibits': 0.005917159763313609, 'UNI_makes': 0.005917159763313609, 'UNI_wonder': 0.005917159763313609, 'UNI_lend': 0.005917159763313609, 'UNI_professional': 0.005917159763313609, 'UNI_struggling': 0.005917159763313609, 'UNI_sibling': 0.005917159763313609, 'UNI_merely': 0.005917159763313609, 'UNI_wanna-be': 0.005917159763313609, 'UNI_arena': 0.005917159763313609, 'UNI_waste': 0.005917159763313609, 'UNI_time': 0.005917159763313609, 'UNI_money': 0.005917159763313609}
